-5: 9.599801, -1.373212, -5.401803
 0: 10.599801, -1.373212, -5.401803
 5: 9.610837, -1.595154, -3.686167
 10: 7.336820, -1.123537, -3.354762
 15: 5.584259, -0.315871, -3.132403
 20: 4.833500, 0.015412, -0.808062
 30: 6.096580, 0.773361, 5.425598
 35: 8.067735, 0.605057, 10.579959
 40: 9.004339, 1.855168, 13.010279
 45: 9.179250, 1.899628, 13.379746
